# INTERNAL_OJS vocabulary — 6 May-2008 packages (2008085-2008105), issue 41 sweep
# element<TAB>count<TAB>packages_seen(of 6)<TAB>attrs
#PACKAGES 6
#HEADINGS 2110:961 2210:912 2280:910 2180:846 8098:642 1110:388 1180:380 2580:256 2220:249 2540:159 2510:138 2100:123 2240:109 2120:101 1120:68 1100:64 2200:57 0708:51 22D0:34 25F0:32 C398:31 3210:28 25C0:26 2140:25 22E0:21 2230:20 2520:19 3380:19 3310:18 1160:16 2130:15 1140:15 3280:13 22M0:12 PARL:12 3340:11 3110:10 0788:8 2250:8 9008:7 5008:6 21Y0:6 11M0:6 C298:6 0808:6 3180:6 3540:5 4280:4 3220:4 1130:4 21M0:3 CONS:3 4310:3 4008:3 3140:3 2150:2 4380:2 3580:2 25E0:2 3320:2 22Y0:1 3510:1 3350:1 3300:1 3200:1 4180:1 4320:1 25B0:1 1150:1 4520:1 33M0:1 33D0:1 3120:1 21B0:1 02A0:1
INTERNET_ADDRESSES_QUALIFICATION_SYSTEM_UTILITIES	23	6	
INTERNET_ADDRESSES_RESULT_DESIGN_CONTEST	13	5	
INTERNET_ADDRESSES_SIMPLIFIED_CONTRACT	2	2	
INTERVAL_DATE	185	6	
INTRODUCTION_PERIODIC_INDICATIVE	5	4	
INTRODUCTION_PERIODIC_INDICATIVE_SUM	27	6	
INT_FOR	384	6	
INT_OBJ_NOT	649	6	
INT_READ	384	6	
ISO_COUNTRY	6907	6	
IS_CANDIDATE_SELECTED	57	6	VALUE
IS_ELECTRONIC_AUCTION_USABLE	465	6	
JUSTIFICATION	8	4	
LABEL	30	6	
LANGUAGE	3310	6	
LANGUAGE_EC	3335	6	VALUE
LANGUAGE_OTHER	172	6	
LEFTI_CONTRACT	469	6	
LEFTI_CONTRACT_NOTICE_UTILITIES	43	6	
LEFTI_DESIGN_CONTEST	4	3	
LEFTI_PRIOR_INFORMATION	29	6	
LEFTI_QUALIFICATION_SYSTEM	3	2	
LEGAL_FORM	275	6	
LEGAL_FORM_CONTRACT	4	4	
LG_OJ	6907	6	
LG_ORIG	6907	6	
LOCATION	699	6	
LOCATION_NUTS	770	6	
LODGING_APPEALS	2	2	
LODGING_INFORMATION_FOR_SERVICE	137	6	
LODGING_OF_APPEALS	199	6	
LODGING_OF_APPEALS_PRECISION	199	6	
LOGIN	6907	6	CLASS
LOTS	436	6	ITEM
LOT_DESCRIPTION	393	6	
LOT_NUMBER	432	6	
LOT_PRIOR_INFORMATION	22	3	
